Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Traffic Type,Traffic Subtype,Fwd_Bwd_Packet_Ratio,Total_Packets,Total_Bytes,Avg_Packet_Size_Total,Flow_Symmetry,Flow_Activity
192.168.1.90-192.168.1.70-44170-8080-6,192.168.1.90,44170.0,192.168.1.70,8080,6.0,01/01/1970 09:42:11 AM,2239.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.2559178204555,2239.0,0.0,2239.0,2239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,446.6279589102277,446.6279589102277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65280.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Video,Video HTTP,1.0,2.0,0.0,0.0,1.0,1.9955320038433944
192.168.1.90-192.168.1.70-47772-8080-6,192.168.1.90,47772.0,192.168.1.70,8080,6.0,01/01/1970 09:43:47 AM,965157.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.108302587040243,482578.5,677988.8310440667,961989.0,3168.0,961989.0,961989.0,0.0,961989.0,961989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,2.072201724693495,1.0361008623467476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9528.0,505.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Video,Video HTTP,1.5,3.0,0.0,0.0,0.75,1.526595584983795
192.168.1.90-192.168.1.70-45502-5005-17,192.168.1.90,45502.0,192.168.1.70,5005,17.0,02/01/1970 04:09:30 AM,18545135.0,3.0,0.0,200.0,0.0,72.0,64.0,66.66666666666667,4.618802153517006,0.0,0.0,0.0,0.0,10.784499546646602,0.161767493199699,9272567.5,1030229.8314514582,10001050.0,8544085.0,18545135.0,9272567.5,1030229.8314514582,10001050.0,8544085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.161767493199699,0.0,64.0,72.0,66.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,9272567.5,1030229.8314514582,10001050.0,8544085.0,Benign,Video,Video RTP,4.0,3.0,200.0,50.0,0.25,0.15349088149045786
192.168.1.70-192.168.1.90-17944-0-6,192.168.1.70,17944.0,192.168.1.90,0,6.0,03/01/1970 04:04:41 AM,6095242.0,2.0,1.0,1000.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,164.06239489752826,0.4921871846925848,3047621.0,3561493.2100836583,5565977.0,529265.0,5565977.0,5565977.0,0.0,5565977.0,5565977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.3281247897950565,0.1640623948975282,0.0,500.0,375.0,250.0,62500.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,1.0,0.0,512.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,5565977.0,0.0,5565977.0,5565977.0,Malicious,DoS,DoS FIN,1.5,3.0,1000.0,250.0,0.75,0.42281855925421574
192.168.1.70-192.168.1.90-55680-0-6,192.168.1.70,55680.0,192.168.1.90,0,6.0,01/01/1970 04:53:50 AM,34885.0,1.0,1.0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1433.2807797047442,57.33123118818977,34885.0,0.0,34885.0,34885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,28.665615594094884,28.665615594094884,0.0,50.0,33.33333333333333,28.867513459481287,833.3333333333334,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,1.0,2.0,50.0,16.666666666666668,1.0,1.9325818810785738
192.168.1.70-192.168.1.90-52564-0-6,192.168.1.70,52564.0,192.168.1.90,0,6.0,01/01/1970 04:54:19 AM,9718867.0,2.0,1.0,100.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,10.289265199328277,0.3086779559798482,4859433.5,6766012.754073443,9643727.0,75140.0,9643727.0,9643727.0,0.0,9643727.0,9643727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.2057853039865655,0.1028926519932827,0.0,50.0,37.5,25.0,625.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,512.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,9643727.0,0.0,9643727.0,9643727.0,Malicious,DoS,DoS ECN,1.5,3.0,100.0,25.0,0.75,0.2798803269039536
192.168.1.70-192.168.1.90-7936-0-6,192.168.1.70,7936.0,192.168.1.90,0,6.0,01/01/1970 04:58:29 AM,65205.0,1.0,1.0,500.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,7668.123610152596,30.672494440610382,65205.0,0.0,65205.0,65205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15.336247220305191,15.336247220305191,0.0,500.0,333.33333333333337,288.67513459481285,83333.33333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,1.0,2.0,500.0,166.66666666666666,1.0,1.877572861561859
192.168.1.70-192.168.1.90-7439-0-6,192.168.1.70,7439.0,192.168.1.90,0,6.0,01/01/1970 05:56:02 AM,45373911.0,5.0,1.0,6760.0,0.0,1356.0,1336.0,1352.0,8.94427190999917,0.0,0.0,0.0,0.0,148.98429187644857,0.1322345785885638,9074782.2,5535328.74834984,15316743.0,105406.0,45268505.0,11317126.25,2707847.8931816407,15316743.0,9566702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,20.0,0.1101954821571365,0.0220390964314273,0.0,1356.0,1159.4285714285716,511.3142729420779,261442.2857142857,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1352.6666666666667,1352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1690.0,0.0,0.0,512.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,11317126.25,2707847.8931816407,15316743.0,9566702.0,Malicious,DoS,DoS ECN,3.0,6.0,6760.0,965.7142857142857,0.4285714285714286,0.12938309214420152
192.168.1.70-192.168.1.90-40973-0-6,192.168.1.70,40973.0,192.168.1.90,0,6.0,01/01/1970 10:42:48 PM,1697312.0,2.0,0.0,100.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,58.91668709111819,1.1783337418223638,1697312.0,0.0,1697312.0,1697312.0,1697312.0,1697312.0,0.0,1697312.0,1697312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.1783337418223638,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,512.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,3.0,2.0,100.0,33.333333333333336,0.33333333333333337,0.7414789242030584
192.168.1.70-192.168.1.90-52492-0-6,192.168.1.70,52492.0,192.168.1.90,0,6.0,01/01/1970 10:54:06 PM,3475910.0,2.0,1.0,1000.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,287.69444548334104,0.8630833364500232,1737955.0,2310269.174987625,3371562.0,104348.0,3371562.0,3371562.0,0.0,3371562.0,3371562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.5753888909666821,0.287694445483341,0.0,500.0,375.0,250.0,62500.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,1.0,0.0,512.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,1.5,3.0,1000.0,250.0,0.75,0.670254763835734
192.168.1.70-192.168.1.90-2397-58546-6,192.168.1.70,2397.0,192.168.1.90,58546,6.0,01/01/1970 07:45:44 AM,40476.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.41199723292816,40476.0,0.0,40476.0,40476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,24.70599861646408,24.70599861646408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,1.0,2.0,0.0,0.0,1.0,1.922197148228311
192.168.1.70-192.168.1.90-32825-0-17,192.168.1.70,32825.0,192.168.1.90,0,17.0,01/01/1970 04:46:51 AM,14629286.0,3.0,0.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,10.253405395177865,0.2050681079035572,7314643.0,3755360.6762815737,9970084.0,4659202.0,14629286.0,7314643.0,3755360.6762815737,9970084.0,4659202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.2050681079035572,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,9970084.0,0.0,9970084.0,9970084.0,Malicious,DoS,DoS UDP,4.0,3.0,150.0,37.5,0.25,0.19194734807463373
192.168.1.70-192.168.1.90-32729-0-6,192.168.1.70,32729.0,192.168.1.90,0,6.0,01/01/1970 04:48:23 AM,1958755.0,2.0,1.0,100.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,51.05283713379162,1.5315851140137484,979377.5,1306893.844872069,1903491.0,55264.0,1903491.0,1903491.0,0.0,1903491.0,1903491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,1.0210567426758324,0.5105283713379162,0.0,50.0,37.5,25.0,625.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,512.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS FIN,1.5,3.0,100.0,25.0,0.75,1.0139399848922943
192.168.1.70-192.168.1.90-24072-0-6,192.168.1.70,24072.0,192.168.1.90,0,6.0,03/01/1970 04:08:03 AM,33270752.0,2.0,0.0,1000.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,30.056429142328973,0.0601128582846579,33270752.0,0.0,33270752.0,33270752.0,33270752.0,33270752.0,0.0,33270752.0,33270752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0601128582846579,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,0.0,512.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,33270752.0,0.0,33270752.0,33270752.0,Malicious,DoS,DoS RST,3.0,2.0,1000.0,333.3333333333333,0.33333333333333337,0.05835880111413954
192.168.1.70-192.168.1.90-27843-0-6,192.168.1.70,27843.0,192.168.1.90,0,6.0,03/01/1970 04:07:01 AM,30246072.0,4.0,1.0,2000.0,0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,66.1242888002118,0.1653107220005295,7561518.0,7513120.210584459,16930941.0,173033.0,30073039.0,10024346.333333334,6948188.436651839,16930941.0,3035298.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,20.0,0.1322485776004236,0.0330621444001059,0.0,500.0,416.6666666666667,204.1241452319315,41666.66666666666,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,666.0,0.0,0.0,512.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,13518870.5,4825396.376873148,16930941.0,10106800.0,Malicious,DoS,DoS PSH,2.5,5.0,2000.0,333.3333333333333,0.5,0.16002011388823528
192.168.1.70-192.168.1.90-54318-0-17,192.168.1.70,54318.0,192.168.1.90,0,17.0,01/01/1970 04:15:07 AM,41241115.0,7.0,0.0,2150.0,0.0,500.0,50.0,307.1428571428572,240.535117721182,0.0,0.0,0.0,0.0,52.132441133078,0.1697335292704865,6873519.166666667,5246808.946533366,15693799.0,2116944.0,41241115.0,6873519.166666667,5246808.946533366,15693799.0,2116944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.1697335292704865,0.0,50.0,500.0,275.0,240.535117721182,57857.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.2857142857143,307.1428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,358.0,0.0,0.0,0.0,0.0,6.0,8.0,4046859.0,2729311.967227272,5976774.0,2116944.0,11049132.333333334,4032633.943802652,15693799.0,8439675.0,Malicious,DoS,DoS UDP,8.0,7.0,2150.0,268.75,0.125,0.16571532261873295
